AtomID,AtomName,AtomType,x[nm],y[nm],z[nm],charge[e],mass[AMU],sigma[nm],epsilon[kjmol]
1,c31,c3,0.098,-0.013,-0.004,0.090500,12.01000,3.39771e-01,4.51035e-01
2,c22,c2,0.047,-0.124,-0.092,0.570600,12.01000,3.31521e-01,4.13379e-01
3,n23,n2,-0.027,-0.223,-0.057,-0.872100,14.01000,3.38417e-01,3.93714e-01
4,oh4,oh,0.084,-0.118,-0.220,-0.602600,16.00000,3.24287e-01,3.89112e-01
5,n85,n8,0.052,-0.029,0.135,-0.913800,14.01000,3.65019e-01,1.35143e-01
6,h16,h1,0.062,0.083,-0.043,0.085700,1.00800,2.42200e-01,8.70272e-02
7,h17,h1,0.208,-0.013,-0.006,0.085700,1.00800,2.42200e-01,8.70272e-02
8,hn8,hn,-0.047,-0.215,0.043,0.399400,1.00800,1.10650e-01,4.18400e-02
9,ho9,ho,0.045,-0.195,-0.264,0.439000,1.00800,5.37925e-02,1.96648e-02
10,hn10,hn,-0.050,-0.029,0.138,0.358800,1.00800,1.10650e-01,4.18400e-02
11,hn11,hn,0.085,-0.118,0.172,0.358800,1.00800,1.10650e-01,4.18400e-02
